time(d),H296,H082,H080,H341,Cs2145,Cs2976,Cs2980,Cs3090,Cs3091,Cs3102
37.125 ,4385.348 ,93.061 ,-102.865 ,10719.108 ,-166.320 ,1228.282 ,-318.538 ,426.880 ,-32.272 ,-291.765 
37.167 ,4390.204 ,93.183 ,-102.957 ,10731.356 ,-166.314 ,1230.607 ,-318.557 ,427.699 ,-31.234 ,-292.481 
37.208 ,4395.231 ,93.316 ,-103.152 ,10743.544 ,-167.163 ,1232.975 ,-318.923 ,428.388 ,-31.342 ,-293.002 
37.250 ,4400.086 ,93.438 ,-103.263 ,10755.789 ,-167.904 ,1234.687 ,-318.782 ,428.532 ,-31.196 ,-292.877 
37.292 ,4405.053 ,93.560 ,-103.380 ,10767.982 ,-168.552 ,1236.011 ,-319.778 ,429.828 ,-31.814 ,-292.996 
37.333 ,4410.036 ,93.709 ,-103.448 ,10780.246 ,-168.723 ,1238.197 ,-319.363 ,430.401 ,-31.776 ,-294.027 
37.375 ,4414.908 ,93.839 ,-103.548 ,10792.489 ,-168.824 ,1239.480 ,-319.672 ,431.521 ,-31.326 ,-294.412 
37.417 ,4419.916 ,93.972 ,-103.649 ,10804.687 ,-169.003 ,1240.704 ,-320.817 ,431.985 ,-31.640 ,-295.449 
37.458 ,4424.896 ,94.121 ,-103.741 ,10816.981 ,-168.975 ,1241.840 ,-320.828 ,433.157 ,-32.197 ,-295.988 
37.500 ,4429.863 ,94.257 ,-103.928 ,10829.283 ,-168.658 ,1243.650 ,-321.818 ,433.946 ,-32.286 ,-296.493 
37.542 ,4434.724 ,94.395 ,-104.042 ,10841.509 ,-169.100 ,1245.090 ,-322.097 ,434.529 ,-32.831 ,-296.713 
37.583 ,4439.751 ,94.518 ,-104.161 ,10853.724 ,-169.087 ,1246.566 ,-322.724 ,435.362 ,-33.678 ,-297.320 
37.625 ,4444.609 ,94.634 ,-104.367 ,10866.010 ,-169.203 ,1247.830 ,-323.858 ,435.473 ,-33.811 ,-298.232 
37.667 ,4449.601 ,94.783 ,-104.433 ,10878.201 ,-169.702 ,1250.138 ,-323.318 ,436.282 ,-34.651 ,-298.934 
37.708 ,4454.570 ,94.900 ,-104.590 ,10890.373 ,-169.857 ,1251.253 ,-324.004 ,436.743 ,-34.858 ,-300.011 
37.750 ,4459.461 ,95.033 ,-104.674 ,10902.770 ,-169.982 ,1251.967 ,-324.655 ,436.526 ,-34.635 ,-300.472 
37.792 ,4464.493 ,95.179 ,-104.774 ,10914.936 ,-169.852 ,1254.202 ,-324.802 ,436.949 ,-34.909 ,-300.274 
37.833 ,4469.433 ,95.342 ,-104.837 ,10927.241 ,-169.518 ,1256.320 ,-325.084 ,436.661 ,-33.949 ,-301.189 
37.875 ,4474.424 ,95.513 ,-104.899 ,10939.507 ,-168.818 ,1257.525 ,-324.861 ,436.897 ,-33.868 ,-300.833 
37.917 ,4479.359 ,95.684 ,-105.021 ,10951.839 ,-168.715 ,1258.442 ,-325.244 ,437.909 ,-34.158 ,-301.156 
37.958 ,4484.399 ,95.887 ,-105.127 ,10964.100 ,-168.826 ,1259.098 ,-326.768 ,438.680 ,-34.562 ,-302.059 
38.000 ,4489.309 ,96.031 ,-105.235 ,10976.400 ,-168.902 ,1260.343 ,-327.650 ,438.658 ,-34.570 ,-301.666 
38.042 ,4494.284 ,96.194 ,-105.347 ,10988.609 ,-168.924 ,1261.952 ,-326.343 ,439.046 ,-34.649 ,-301.715 
38.083 ,4499.302 ,96.359 ,-105.387 ,11000.882 ,-168.360 ,1264.119 ,-326.394 ,440.155 ,-34.611 ,-301.720 
38.125 ,4504.237 ,96.533 ,-105.553 ,11013.165 ,-168.484 ,1265.527 ,-326.728 ,441.164 ,-35.246 ,-301.121 
38.167 ,4509.228 ,96.704 ,-105.661 ,11025.467 ,-168.807 ,1265.638 ,-326.657 ,441.756 ,-35.316 ,-301.056 
38.208 ,4514.206 ,96.859 ,-105.737 ,11037.731 ,-168.707 ,1266.927 ,-327.325 ,442.201 ,-35.723 ,-301.669 
38.250 ,4519.184 ,97.016 ,-105.832 ,11050.003 ,-168.330 ,1268.123 ,-327.772 ,442.643 ,-35.408 ,-302.743 
38.292 ,4524.094 ,97.176 ,-105.981 ,11062.234 ,-168.479 ,1269.089 ,-328.624 ,443.864 ,-36.054 ,-302.401 
38.333 ,4529.044 ,97.303 ,-106.098 ,11074.476 ,-167.904 ,1269.585 ,-329.093 ,444.127 ,-36.480 ,-303.402 
38.375 ,4533.954 ,97.431 ,-106.163 ,11086.757 ,-167.714 ,1270.139 ,-328.876 ,445.144 ,-37.101 ,-304.362 
38.417 ,4538.916 ,97.567 ,-106.266 ,11098.969 ,-167.435 ,1271.688 ,-330.254 ,446.438 ,-36.998 ,-303.511 
38.458 ,4543.877 ,97.689 ,-106.437 ,11111.198 ,-168.088 ,1274.406 ,-330.884 ,447.604 ,-37.161 ,-303.443 
38.500 ,4548.817 ,97.822 ,-106.608 ,11123.359 ,-168.360 ,1275.019 ,-330.547 ,448.060 ,-37.087 ,-303.698 
38.542 ,4553.784 ,97.957 ,-106.725 ,11135.582 ,-168.219 ,1276.324 ,-330.610 ,448.188 ,-37.893 ,-303.242 
38.583 ,4558.710 ,98.077 ,-106.909 ,11147.857 ,-167.969 ,1276.880 ,-330.211 ,447.979 ,-38.886 ,-303.386 
38.625 ,4563.642 ,98.180 ,-107.034 ,11160.050 ,-168.935 ,1278.236 ,-330.555 ,448.475 ,-39.011 ,-303.478 
38.667 ,4568.538 ,98.283 ,-107.159 ,11172.298 ,-168.870 ,1279.758 ,-331.016 ,449.292 ,-39.222 ,-302.898 
38.708 ,4573.472 ,98.397 ,-107.357 ,11184.576 ,-169.464 ,1280.591 ,-331.193 ,449.446 ,-39.211 ,-303.627 
38.750 ,4578.377 ,98.502 ,-107.422 ,11196.880 ,-170.261 ,1281.858 ,-330.932 ,449.547 ,-38.482 ,-303.063 
38.792 ,4583.308 ,98.608 ,-107.636 ,11209.058 ,-170.554 ,1282.449 ,-331.187 ,450.352 ,-38.672 ,-304.639 
38.833 ,4588.229 ,98.730 ,-107.756 ,11221.281 ,-170.807 ,1285.069 ,-331.315 ,450.762 ,-38.343 ,-305.095 
38.875 ,4593.104 ,98.839 ,-107.913 ,11233.493 ,-170.283 ,1285.115 ,-331.149 ,450.816 ,-38.221 ,-304.856 
38.917 ,4598.065 ,98.947 ,-108.046 ,11245.676 ,-171.455 ,1286.176 ,-330.943 ,451.812 ,-37.866 ,-305.087 
38.958 ,4602.986 ,99.067 ,-108.219 ,11257.978 ,-171.889 ,1287.440 ,-331.695 ,452.023 ,-37.256 ,-305.271 
39.000 ,4607.937 ,99.167 ,-108.390 ,11270.218 ,-172.543 ,1289.545 ,-332.140 ,452.824 ,-37.342 ,-306.085 
39.042 ,4612.828 ,99.259 ,-108.529 ,11282.395 ,-172.526 ,1291.292 ,-332.492 ,453.301 ,-37.285 ,-306.340 
39.083 ,4617.743 ,99.352 ,-108.694 ,11294.661 ,-172.442 ,1292.090 ,-332.275 ,453.477 ,-37.570 ,-306.695 
39.125 ,4622.555 ,99.441 ,-108.895 ,11306.852 ,-172.548 ,1293.641 ,-333.021 ,453.645 ,-37.139 ,-307.333 
39.167 ,4627.457 ,99.514 ,-109.120 ,11319.043 ,-173.248 ,1294.981 ,-333.824 ,454.937 ,-37.451 ,-307.946 
39.208 ,4632.345 ,99.585 ,-109.315 ,11331.255 ,-173.321 ,1296.161 ,-335.159 ,454.850 ,-36.955 ,-308.716 
39.250 ,4637.193 ,99.672 ,-109.554 ,11343.430 ,-173.153 ,1297.854 ,-335.522 ,455.688 ,-37.701 ,-308.765 
39.292 ,4642.163 ,99.761 ,-109.687 ,11355.669 ,-173.443 ,1299.813 ,-335.576 ,456.138 ,-37.394 ,-308.996 
39.333 ,4647.059 ,99.867 ,-109.825 ,11367.855 ,-173.807 ,1301.332 ,-336.146 ,456.125 ,-37.337 ,-309.221 
39.375 ,4651.985 ,99.981 ,-109.969 ,11380.162 ,-174.078 ,1301.866 ,-336.374 ,457.408 ,-37.285 ,-309.039 
39.417 ,4656.781 ,100.076 ,-110.159 ,11392.415 ,-174.070 ,1303.133 ,-336.458 ,457.875 ,-37.673 ,-309.028 
39.458 ,4661.756 ,100.171 ,-110.333 ,11404.584 ,-173.628 ,1303.830 ,-336.575 ,458.694 ,-38.164 ,-309.877 
39.500 ,4666.634 ,100.296 ,-110.392 ,11416.827 ,-173.712 ,1305.138 ,-337.345 ,459.163 ,-37.595 ,-309.815 
39.542 ,4671.598 ,100.396 ,-110.604 ,11429.126 ,-173.587 ,1306.624 ,-337.120 ,459.885 ,-37.836 ,-310.026 
39.583 ,4676.592 ,100.515 ,-110.742 ,11441.385 ,-174.789 ,1307.921 ,-338.324 ,460.628 ,-37.937 ,-310.612 
39.625 ,4681.453 ,100.659 ,-110.913 ,11453.665 ,-176.186 ,1308.982 ,-338.783 ,460.793 ,-38.135 ,-310.062 
39.667 ,4686.406 ,100.765 ,-111.024 ,11465.907 ,-175.868 ,1309.169 ,-338.872 ,461.366 ,-38.254 ,-309.443 
39.708 ,4691.381 ,100.884 ,-111.190 ,11478.122 ,-175.543 ,1311.643 ,-339.529 ,462.250 ,-38.167 ,-309.755 
39.750 ,4696.354 ,101.023 ,-111.342 ,11490.365 ,-175.660 ,1312.961 ,-339.420 ,462.576 ,-38.362 ,-309.435 
39.792 ,4701.190 ,101.177 ,-111.410 ,11502.726 ,-174.631 ,1313.268 ,-339.664 ,462.988 ,-37.606 ,-309.546 
39.833 ,4706.201 ,101.332 ,-111.575 ,11514.960 ,-175.239 ,1314.247 ,-338.840 ,463.115 ,-37.516 ,-309.866 
39.875 ,4711.130 ,101.484 ,-111.629 ,11527.235 ,-174.892 ,1315.649 ,-339.171 ,463.528 ,-38.148 ,-310.024 
39.917 ,4716.129 ,101.649 ,-111.806 ,11539.526 ,-174.452 ,1316.542 ,-338.780 ,464.445 ,-38.037 ,-310.268 
39.958 ,4721.129 ,101.744 ,-111.868 ,11551.858 ,-174.794 ,1318.905 ,-338.493 ,465.180 ,-38.395 ,-310.631 
40.000 ,4725.990 ,101.893 ,-112.109 ,11564.060 ,-174.903 ,1320.302 ,-338.666 ,466.042 ,-37.451 ,-310.954 
40.042 ,4731.022 ,102.064 ,-112.204 ,11576.335 ,-175.367 ,1323.427 ,-338.886 ,466.148 ,-37.169 ,-310.447 
40.083 ,4736.008 ,102.197 ,-112.294 ,11588.623 ,-175.334 ,1324.197 ,-339.051 ,466.292 ,-37.028 ,-310.482 
40.125 ,4740.988 ,102.352 ,-112.467 ,11600.884 ,-176.102 ,1325.209 ,-339.447 ,466.303 ,-37.079 ,-309.657 
40.167 ,4745.868 ,102.504 ,-112.522 ,11613.173 ,-176.169 ,1325.892 ,-340.291 ,467.184 ,-37.079 ,-309.799 
40.208 ,4750.889 ,102.642 ,-112.619 ,11625.420 ,-176.340 ,1327.186 ,-340.324 ,467.236 ,-37.402 ,-310.108 
40.250 ,4755.829 ,102.794 ,-112.804 ,11637.731 ,-176.628 ,1328.719 ,-340.584 ,467.627 ,-37.364 ,-310.154 
40.292 ,4760.788 ,102.938 ,-112.880 ,11650.033 ,-176.696 ,1330.268 ,-340.815 ,468.842 ,-37.467 ,-310.602 
40.333 ,4765.747 ,103.106 ,-112.910 ,11662.332 ,-176.861 ,1331.282 ,-341.707 ,469.189 ,-36.757 ,-310.490 
40.375 ,4770.708 ,103.282 ,-113.048 ,11674.647 ,-176.430 ,1332.566 ,-343.063 ,469.753 ,-36.873 ,-310.195 
40.417 ,4775.724 ,103.431 ,-113.127 ,11686.952 ,-176.907 ,1333.458 ,-344.124 ,469.289 ,-37.421 ,-311.149 
40.458 ,4780.712 ,103.589 ,-113.162 ,11699.240 ,-177.021 ,1334.627 ,-345.030 ,470.179 ,-37.587 ,-312.085 
40.500 ,4785.709 ,103.760 ,-113.317 ,11711.564 ,-176.831 ,1336.361 ,-346.037 ,470.168 ,-37.999 ,-312.262 
40.542 ,4790.600 ,103.909 ,-113.422 ,11723.798 ,-176.606 ,1337.532 ,-347.390 ,470.963 ,-38.360 ,-311.521 
40.583 ,4795.616 ,104.091 ,-113.582 ,11736.192 ,-176.620 ,1339.182 ,-348.060 ,470.638 ,-37.416 ,-311.253 
40.625 ,4800.591 ,104.283 ,-113.634 ,11748.541 ,-177.360 ,1340.780 ,-347.377 ,470.668 ,-37.234 ,-311.613 
40.667 ,4805.547 ,104.449 ,-113.710 ,11760.775 ,-176.742 ,1341.713 ,-348.052 ,470.876 ,-38.368 ,-311.684 
40.708 ,4810.557 ,104.644 ,-113.813 ,11773.069 ,-176.810 ,1342.906 ,-347.062 ,472.059 ,-38.482 ,-312.433 
40.750 ,4815.576 ,104.826 ,-113.932 ,11785.425 ,-176.739 ,1343.869 ,-346.829 ,472.528 ,-39.030 ,-312.712 
40.792 ,4820.583 ,104.997 ,-113.951 ,11797.767 ,-175.475 ,1344.876 ,-346.910 ,473.719 ,-39.480 ,-312.636 
40.833 ,4825.564 ,105.170 ,-114.076 ,11810.105 ,-176.381 ,1346.897 ,-347.344 ,473.996 ,-39.564 ,-313.149 
40.875 ,4830.539 ,105.341 ,-114.136 ,11822.409 ,-176.096 ,1347.502 ,-347.963 ,474.563 ,-39.757 ,-313.035 
40.917 ,4835.517 ,105.515 ,-114.176 ,11834.711 ,-176.042 ,1349.303 ,-348.071 ,474.633 ,-39.477 ,-313.284 
40.958 ,4840.502 ,105.699 ,-114.263 ,11847.038 ,-176.302 ,1350.225 ,-347.941 ,475.105 ,-40.014 ,-314.288 
41.000 ,4845.456 ,105.876 ,-114.323 ,11859.348 ,-176.780 ,1351.416 ,-348.679 ,475.428 ,-40.058 ,-314.340 
41.042 ,4850.488 ,106.046 ,-114.486 ,11871.666 ,-176.766 ,1351.996 ,-348.508 ,475.973 ,-39.629 ,-314.334 
41.083 ,4855.428 ,106.231 ,-114.459 ,11884.003 ,-176.544 ,1353.193 ,-348.736 ,476.625 ,-40.256 ,-313.906 
41.125 ,4860.435 ,106.391 ,-114.640 ,11896.354 ,-176.563 ,1353.361 ,-348.247 ,476.456 ,-40.766 ,-314.353 
41.167 ,4865.440 ,106.548 ,-114.714 ,11908.670 ,-176.232 ,1355.705 ,-348.128 ,476.521 ,-40.655 ,-314.578 
41.208 ,4870.385 ,106.725 ,-114.817 ,11920.950 ,-176.685 ,1358.162 ,-348.117 ,476.492 ,-40.869 ,-315.167 
41.250 ,4875.387 ,106.909 ,-114.931 ,11933.287 ,-177.355 ,1359.497 ,-347.746 ,476.633 ,-40.074 ,-314.730 
41.292 ,4880.365 ,107.099 ,-115.009 ,11945.570 ,-177.884 ,1359.481 ,-347.284 ,477.102 ,-40.877 ,-315.075 
41.333 ,4885.340 ,107.267 ,-115.101 ,11957.880 ,-178.142 ,1360.967 ,-347.282 ,477.379 ,-41.726 ,-315.498 
41.375 ,4890.299 ,107.435 ,-115.191 ,11970.245 ,-177.724 ,1362.758 ,-346.831 ,477.558 ,-42.296 ,-315.783 
41.417 ,4895.317 ,107.582 ,-115.281 ,11982.468 ,-178.036 ,1365.326 ,-347.417 ,478.420 ,-41.900 ,-316.312 
41.458 ,4900.195 ,107.734 ,-115.373 ,11994.811 ,-178.152 ,1367.453 ,-346.774 ,479.275 ,-42.157 ,-316.569 
41.500 ,4905.219 ,107.856 ,-115.519 ,12007.170 ,-177.770 ,1369.623 ,-346.840 ,480.395 ,-41.761 ,-316.206 
41.542 ,4910.123 ,108.005 ,-115.614 ,12019.431 ,-177.840 ,1371.259 ,-347.515 ,481.269 ,-42.825 ,-316.464 
41.583 ,4915.077 ,108.141 ,-115.780 ,12031.733 ,-176.783 ,1371.579 ,-347.794 ,480.718 ,-41.770 ,-316.404 
41.625 ,4920.035 ,108.271 ,-115.932 ,12044.010 ,-177.317 ,1373.435 ,-347.504 ,480.981 ,-41.403 ,-316.415 
41.667 ,4924.943 ,108.382 ,-116.081 ,12056.258 ,-178.011 ,1374.818 ,-347.149 ,481.364 ,-41.192 ,-317.009 
41.708 ,4929.834 ,108.499 ,-116.295 ,12068.457 ,-177.282 ,1376.326 ,-347.485 ,481.789 ,-41.696 ,-317.440 
41.750 ,4934.784 ,108.613 ,-116.450 ,12080.789 ,-177.198 ,1378.453 ,-347.930 ,482.568 ,-41.843 ,-318.159 
41.792 ,4939.727 ,108.718 ,-116.528 ,12092.977 ,-177.241 ,1378.412 ,-347.284 ,483.534 ,-41.761 ,-318.894 
41.833 ,4944.569 ,108.824 ,-116.721 ,12105.284 ,-176.416 ,1379.560 ,-347.482 ,484.163 ,-42.106 ,-318.466 
41.875 ,4949.490 ,108.914 ,-116.862 ,12117.543 ,-176.932 ,1381.820 ,-348.418 ,484.638 ,-42.179 ,-318.400 
41.917 ,4954.440 ,109.017 ,-117.014 ,12129.777 ,-176.251 ,1382.899 ,-348.787 ,485.047 ,-43.234 ,-318.118 
41.958 ,4959.315 ,109.101 ,-117.196 ,12141.951 ,-176.726 ,1384.586 ,-349.346 ,486.075 ,-43.807 ,-318.517 
42.000 ,4964.192 ,109.174 ,-117.377 ,12154.169 ,-176.655 ,1386.654 ,-350.607 ,487.020 ,-43.769 ,-319.697 
42.042 ,4969.053 ,109.239 ,-117.551 ,12166.390 ,-175.356 ,1387.082 ,-351.136 ,487.673 ,-43.937 ,-319.203 
42.083 ,4973.925 ,109.304 ,-117.787 ,12178.621 ,-175.578 ,1387.958 ,-351.340 ,488.083 ,-43.736 ,-319.909 
42.125 ,4978.803 ,109.386 ,-117.977 ,12190.828 ,-175.356 ,1387.584 ,-352.400 ,489.469 ,-44.092 ,-320.166 
42.167 ,4983.721 ,109.454 ,-118.191 ,12203.082 ,-174.943 ,1389.849 ,-353.882 ,489.678 ,-44.534 ,-320.408 
42.208 ,4988.639 ,109.559 ,-118.368 ,12215.318 ,-174.759 ,1391.132 ,-353.309 ,490.391 ,-44.810 ,-320.956 
42.250 ,4993.606 ,109.687 ,-118.487 ,12227.623 ,-174.168 ,1392.426 ,-353.391 ,490.874 ,-44.338 ,-321.704 
42.292 ,4998.554 ,109.833 ,-118.677 ,12239.868 ,-174.241 ,1392.187 ,-354.576 ,491.699 ,-44.029 ,-322.019 
42.333 ,5003.502 ,109.950 ,-118.755 ,12252.167 ,-174.235 ,1392.985 ,-354.774 ,491.867 ,-44.097 ,-322.478 
42.375 ,5008.463 ,110.124 ,-118.848 ,12264.537 ,-174.884 ,1394.138 ,-355.620 ,492.613 ,-43.904 ,-322.855 
42.417 ,5013.392 ,110.262 ,-118.975 ,12276.809 ,-174.121 ,1396.246 ,-355.927 ,492.890 ,-43.438 ,-322.944 
42.458 ,5018.335 ,110.417 ,-119.062 ,12289.095 ,-174.330 ,1397.114 ,-356.301 ,493.872 ,-44.045 ,-323.224 
42.500 ,5023.277 ,110.568 ,-119.189 ,12301.397 ,-174.371 ,1398.229 ,-356.358 ,494.737 ,-44.214 ,-324.054 
42.542 ,5028.249 ,110.726 ,-119.268 ,12313.737 ,-173.945 ,1399.813 ,-356.432 ,496.180 ,-44.021 ,-325.025 
42.583 ,5033.189 ,110.894 ,-119.444 ,12326.085 ,-173.744 ,1401.576 ,-357.004 ,496.649 ,-43.894 ,-324.537 
42.625 ,5038.186 ,111.046 ,-119.529 ,12338.333 ,-173.796 ,1402.921 ,-356.895 ,496.834 ,-44.390 ,-324.591 
42.667 ,5043.166 ,111.190 ,-119.586 ,12350.654 ,-174.097 ,1403.193 ,-356.350 ,497.699 ,-44.195 ,-325.464 
42.708 ,5048.139 ,111.333 ,-119.803 ,12362.956 ,-174.469 ,1403.250 ,-355.493 ,497.713 ,-44.029 ,-325.809 
42.750 ,5053.087 ,111.464 ,-119.887 ,12375.258 ,-174.075 ,1405.100 ,-355.930 ,498.182 ,-44.092 ,-326.438 
42.792 ,5058.043 ,111.618 ,-120.006 ,12387.570 ,-174.794 ,1407.300 ,-355.420 ,498.437 ,-44.073 ,-326.821 
42.833 ,5062.955 ,111.748 ,-120.144 ,12399.848 ,-174.336 ,1408.797 ,-355.216 ,498.923 ,-44.206 ,-327.314 
42.875 ,5067.919 ,111.903 ,-120.193 ,12412.153 ,-175.806 ,1409.662 ,-355.813 ,499.639 ,-44.580 ,-327.580 
42.917 ,5072.914 ,112.036 ,-120.345 ,12424.422 ,-175.499 ,1410.509 ,-356.578 ,500.415 ,-44.697 ,-327.952 
42.958 ,5077.764 ,112.215 ,-120.448 ,12436.773 ,-174.846 ,1410.734 ,-356.421 ,501.182 ,-46.275 ,-328.117 
43.000 ,5082.804 ,112.351 ,-120.530 ,12449.015 ,-175.573 ,1412.584 ,-356.708 ,501.456 ,-46.601 ,-328.397 
43.042 ,5087.798 ,112.500 ,-120.722 ,12461.396 ,-176.161 ,1413.835 ,-357.698 ,501.700 ,-46.877 ,-328.909 
43.083 ,5092.692 ,112.668 ,-120.850 ,12473.749 ,-176.934 ,1415.058 ,-358.032 ,502.376 ,-47.141 ,-328.966 
43.125 ,5097.675 ,112.736 ,-120.961 ,12486.046 ,-176.598 ,1415.796 ,-358.409 ,503.203 ,-46.804 ,-329.468 
43.167 ,5102.623 ,112.896 ,-121.115 ,12498.343 ,-176.549 ,1416.984 ,-358.596 ,503.268 ,-47.230 ,-329.330 
43.208 ,5107.554 ,113.034 ,-121.243 ,12510.707 ,-176.864 ,1417.982 ,-359.429 ,504.115 ,-47.816 ,-329.653 
43.250 ,5112.470 ,113.173 ,-121.330 ,12522.927 ,-177.908 ,1419.311 ,-360.593 ,504.188 ,-47.493 ,-329.276 
43.292 ,5117.461 ,113.292 ,-121.514 ,12535.205 ,-178.068 ,1420.464 ,-360.067 ,504.592 ,-46.346 ,-329.927 
43.333 ,5122.333 ,113.436 ,-121.585 ,12547.567 ,-178.180 ,1421.381 ,-360.178 ,505.173 ,-45.782 ,-330.184 
43.375 ,5127.311 ,113.539 ,-121.753 ,12559.820 ,-178.435 ,1422.496 ,-361.078 ,505.821 ,-46.557 ,-330.824 
43.417 ,5132.286 ,113.661 ,-121.853 ,12572.173 ,-179.151 ,1424.498 ,-361.683 ,505.883 ,-46.731 ,-330.496 
43.458 ,5137.212 ,113.794 ,-121.981 ,12584.521 ,-179.956 ,1425.903 ,-361.819 ,506.252 ,-46.018 ,-330.597 
43.500 ,5142.133 ,113.921 ,-122.089 ,12596.810 ,-179.929 ,1427.753 ,-362.505 ,506.193 ,-45.958 ,-331.147 
43.542 ,5147.043 ,114.046 ,-122.244 ,12609.117 ,-180.331 ,1429.148 ,-363.067 ,507.142 ,-46.460 ,-331.042 
43.583 ,5151.964 ,114.157 ,-122.428 ,12621.427 ,-181.372 ,1430.303 ,-362.958 ,507.544 ,-46.224 ,-331.345 
43.625 ,5156.898 ,114.274 ,-122.534 ,12633.645 ,-181.888 ,1430.786 ,-363.463 ,507.397 ,-46.481 ,-331.514 
43.667 ,5161.851 ,114.401 ,-122.765 ,12645.871 ,-182.384 ,1431.654 ,-363.978 ,507.682 ,-46.370 ,-330.941 
43.708 ,5166.723 ,114.496 ,-122.895 ,12658.252 ,-182.105 ,1432.780 ,-363.807 ,507.921 ,-46.430 ,-331.280 
43.750 ,5171.682 ,114.610 ,-123.039 ,12670.521 ,-181.709 ,1435.886 ,-364.041 ,508.699 ,-46.688 ,-332.002 
43.792 ,5176.638 ,114.724 ,-123.199 ,12682.834 ,-181.646 ,1437.983 ,-364.062 ,509.003 ,-46.311 ,-331.839 
43.833 ,5181.543 ,114.838 ,-123.389 ,12695.136 ,-182.270 ,1438.845 ,-364.892 ,509.383 ,-46.595 ,-331.806 
43.875 ,5186.423 ,114.949 ,-123.532 ,12707.473 ,-182.666 ,1440.530 ,-365.145 ,510.088 ,-45.719 ,-331.901 
43.917 ,5191.327 ,115.066 ,-123.679 ,12719.664 ,-183.382 ,1440.747 ,-365.796 ,511.480 ,-46.091 ,-331.825 
43.958 ,5196.232 ,115.156 ,-123.801 ,12731.993 ,-183.713 ,1441.582 ,-366.086 ,512.323 ,-46.802 ,-332.463 
44.000 ,5201.147 ,115.283 ,-123.977 ,12744.265 ,-183.144 ,1442.494 ,-366.390 ,512.717 ,-47.271 ,-331.806 
44.042 ,5206.089 ,115.413 ,-124.173 ,12756.486 ,-183.860 ,1442.841 ,-366.666 ,512.931 ,-47.363 ,-332.154 
44.083 ,5211.005 ,115.508 ,-124.300 ,12768.810 ,-183.076 ,1444.751 ,-366.127 ,512.673 ,-47.219 ,-332.718 
44.125 ,5215.934 ,115.641 ,-124.457 ,12781.109 ,-182.430 ,1445.502 ,-365.644 ,514.065 ,-47.887 ,-333.402 
44.167 ,5220.849 ,115.755 ,-124.707 ,12793.397 ,-182.715 ,1447.119 ,-367.038 ,514.678 ,-48.058 ,-334.733 
44.208 ,5225.754 ,115.874 ,-124.791 ,12805.713 ,-182.965 ,1449.379 ,-367.190 ,514.198 ,-47.884 ,-334.104 
44.250 ,5230.688 ,115.983 ,-124.932 ,12817.988 ,-182.916 ,1449.973 ,-367.841 ,514.182 ,-48.850 ,-334.039 
44.292 ,5235.595 ,116.089 ,-125.060 ,12830.263 ,-182.677 ,1450.814 ,-367.789 ,514.990 ,-49.080 ,-334.432 
44.333 ,5240.513 ,116.184 ,-125.201 ,12842.554 ,-183.958 ,1453.187 ,-367.882 ,515.489 ,-49.205 ,-334.264 
44.375 ,5245.407 ,116.308 ,-125.415 ,12854.869 ,-184.364 ,1455.848 ,-368.310 ,516.002 ,-48.573 ,-335.360 
44.417 ,5250.349 ,116.444 ,-125.556 ,12867.122 ,-184.272 ,1457.349 ,-368.742 ,516.685 ,-48.041 ,-335.265 
44.458 ,5255.297 ,116.553 ,-125.613 ,12879.403 ,-184.411 ,1457.891 ,-369.371 ,516.908 ,-48.329 ,-335.140 
44.500 ,5260.199 ,116.645 ,-125.800 ,12891.710 ,-184.370 ,1460.026 ,-369.957 ,517.290 ,-48.171 ,-335.930 
44.542 ,5265.139 ,116.761 ,-125.928 ,12904.039 ,-184.609 ,1460.503 ,-369.984 ,517.521 ,-47.689 ,-335.954 
44.583 ,5270.030 ,116.878 ,-126.145 ,12916.295 ,-184.500 ,1462.199 ,-370.453 ,517.570 ,-47.784 ,-336.285 
44.625 ,5274.959 ,116.968 ,-126.283 ,12928.567 ,-184.885 ,1464.296 ,-370.453 ,518.134 ,-47.591 ,-336.654 
44.667 ,5279.828 ,117.052 ,-126.478 ,12940.847 ,-184.714 ,1464.800 ,-371.671 ,519.159 ,-47.550 ,-336.396 
44.708 ,5284.762 ,117.171 ,-126.647 ,12953.125 ,-184.687 ,1466.365 ,-371.981 ,519.694 ,-47.935 ,-337.528 
44.750 ,5289.675 ,117.280 ,-126.758 ,12965.500 ,-184.584 ,1468.525 ,-371.503 ,520.008 ,-47.746 ,-337.839 
44.792 ,5294.590 ,117.402 ,-126.915 ,12977.770 ,-185.336 ,1470.299 ,-372.425 ,521.248 ,-47.488 ,-337.405 
44.833 ,5299.547 ,117.497 ,-127.110 ,12990.015 ,-185.341 ,1470.953 ,-372.119 ,521.883 ,-47.246 ,-337.652 
44.875 ,5304.489 ,117.600 ,-127.249 ,13002.322 ,-185.005 ,1473.201 ,-373.090 ,522.515 ,-46.739 ,-339.025 
44.917 ,5309.399 ,117.695 ,-127.425 ,13014.629 ,-185.471 ,1473.581 ,-373.779 ,523.445 ,-46.894 ,-339.567 
44.958 ,5314.325 ,117.800 ,-127.555 ,13026.874 ,-185.371 ,1474.547 ,-372.838 ,524.083 ,-46.362 ,-339.310 
45.000 ,5319.230 ,117.920 ,-127.724 ,13039.233 ,-185.265 ,1475.830 ,-373.467 ,523.909 ,-46.530 ,-339.850 
45.042 ,5324.075 ,118.026 ,-127.889 ,13051.535 ,-185.365 ,1477.751 ,-374.189 ,524.010 ,-46.736 ,-339.652 
